bp01x,bp01y,bp01score,bp02x,bp02y,bp02score,bp03x,bp03y,bp03score,bp04x,bp04y,bp04score,bp05x,bp05y,bp05score,bp06x,bp06y,bp06score,bp07x,bp07y,bp07score,bp08x,bp08y,bp08score,bp09x,bp09y,bp09score,bp10x,bp10y,bp10score,bp11x,bp11y,bp11score,bp12x,bp12y,bp12score,bp13x,bp13y,bp13score,bp14x,bp14y,bp14score,bp15x,bp15y,bp15score,bp16x,bp16y,bp16score,bp17x,bp17y,bp17score,bp18x,bp18y,bp18score
0.4673913043478261,0.7083333333333334,0.7318542003631592,0.4673913043478261,0.7175925925925926,0.5923057198524475,0.4891304347826087,0.7175925925925926,0.21677932143211365,,,,0.4673913043478261,0.7037037037037037,0.6186955571174622,0.483695652173913,0.6944444444444444,0.39208829402923584,,,,0.5108695652173914,0.7129629629629629,0.5435014963150024,0.5380434782608695,0.7083333333333334,0.39959627389907837,,,,0.5054347826086957,0.7037037037037037,0.5087038278579712,,,,,,,,,,,,,0.45108695652173914,0.7129629629629629,0.28703761100769043,0.45108695652173914,0.7083333333333334,0.3187621235847473,,,
0.4673913043478261,0.7083333333333334,0.7318542003631592,0.4673913043478261,0.7175925925925926,0.5923057198524475,0.4891304347826087,0.7175925925925926,0.21677932143211365,,,,0.4673913043478261,0.7037037037037037,0.6186955571174622,0.483695652173913,0.6944444444444444,0.39208829402923584,,,,0.5108695652173914,0.7129629629629629,0.5435014963150024,0.5380434782608695,0.7083333333333334,0.39959627389907837,,,,0.5054347826086957,0.7037037037037037,0.5087038278579712,,,,,,,,,,,,,0.45108695652173914,0.7129629629629629,0.28703761100769043,0.45108695652173914,0.7083333333333334,0.3187621235847473,,,
0.4673913043478261,0.7083333333333334,0.7318542003631592,0.4673913043478261,0.7175925925925926,0.5923057198524475,0.4891304347826087,0.7175925925925926,0.21677932143211365,,,,0.4673913043478261,0.7037037037037037,0.6186955571174622,0.483695652173913,0.6944444444444444,0.39208829402923584,,,,0.5108695652173914,0.7129629629629629,0.5435014963150024,0.5380434782608695,0.7083333333333334,0.39959627389907837,,,,0.5054347826086957,0.7037037037037037,0.5087038278579712,,,,,,,,,,,,,0.45108695652173914,0.7129629629629629,0.28703761100769043,0.45108695652173914,0.7083333333333334,0.3187621235847473,,,
0.32065217391304346,0.6157407407407407,0.6460408568382263,0.32608695652173914,0.5972222222222222,0.5428799390792847,0.3695652173913043,0.5879629629629629,0.31574782729148865,0.3967391304347826,0.5833333333333334,0.3319925367832184,0.32065217391304346,0.6342592592592593,0.6921917796134949,0.358695652173913,0.6666666666666666,0.4874744713306427,0.3967391304347826,0.6620370370370371,0.2189205437898636,0.4076086956521739,0.6203703703703703,0.6437318325042725,0.4945652173913043,0.6064814814814815,0.7043116092681885,0.5869565217391305,0.6157407407407407,0.8221632838249207,0.40217391304347827,0.6527777777777778,0.6948696970939636,0.4945652173913043,0.6712962962962963,0.6225221157073975,0.5543478260869565,0.6805555555555556,0.6856383681297302,0.32608695652173914,0.5972222222222222,0.14227695763111115,0.32065217391304346,0.6018518518518519,0.2404872626066208,,,,0.30978260869565216,0.6111111111111112,0.34691160917282104,,,
0.32065217391304346,0.6157407407407407,0.6460408568382263,0.32608695652173914,0.5972222222222222,0.5428799390792847,0.3695652173913043,0.5879629629629629,0.31574782729148865,0.3967391304347826,0.5833333333333334,0.3319925367832184,0.32065217391304346,0.6342592592592593,0.6921917796134949,0.358695652173913,0.6666666666666666,0.4874744713306427,0.3967391304347826,0.6620370370370371,0.2189205437898636,0.4076086956521739,0.6203703703703703,0.6437318325042725,0.4945652173913043,0.6064814814814815,0.7043116092681885,0.5869565217391305,0.6157407407407407,0.8221632838249207,0.40217391304347827,0.6527777777777778,0.6948696970939636,0.4945652173913043,0.6712962962962963,0.6225221157073975,0.5543478260869565,0.6805555555555556,0.6856383681297302,0.32608695652173914,0.5972222222222222,0.14227695763111115,0.32065217391304346,0.6018518518518519,0.2404872626066208,,,,0.30978260869565216,0.6111111111111112,0.34691160917282104,,,
0.32065217391304346,0.6157407407407407,0.6460408568382263,0.32608695652173914,0.5972222222222222,0.5428799390792847,0.3695652173913043,0.5879629629629629,0.31574782729148865,0.3967391304347826,0.5833333333333334,0.3319925367832184,0.32065217391304346,0.6342592592592593,0.6921917796134949,0.358695652173913,0.6666666666666666,0.4874744713306427,0.3967391304347826,0.6620370370370371,0.2189205437898636,0.4076086956521739,0.6203703703703703,0.6437318325042725,0.4945652173913043,0.6064814814814815,0.7043116092681885,0.5869565217391305,0.6157407407407407,0.8221632838249207,0.40217391304347827,0.6527777777777778,0.6948696970939636,0.4945652173913043,0.6712962962962963,0.6225221157073975,0.5543478260869565,0.6805555555555556,0.6856383681297302,0.32608695652173914,0.5972222222222222,0.14227695763111115,0.32065217391304346,0.6018518518518519,0.2404872626066208,,,,0.30978260869565216,0.6111111111111112,0.34691160917282104,,,
0.4782608695652174,0.7129629629629629,0.7061144113540649,0.4782608695652174,0.7222222222222222,0.6750584840774536,0.5,0.7268518518518519,0.5399045348167419,0.5054347826086957,0.7268518518518519,0.3175462484359741,0.47282608695652173,0.7037037037037037,0.6046900749206543,0.4945652173913043,0.6990740740740741,0.25393059849739075,,,,0.5217391304347826,0.7175925925925926,0.5998466610908508,0.5543478260869565,0.7175925925925926,0.48746007680892944,0.592391304347826,0.7129629629629629,0.3689973056316376,0.5217391304347826,0.7037037037037037,0.5645385384559631,0.5543478260869565,0.7037037037037037,0.3905704617500305,,,,,,,,,,0.45652173913043476,0.7222222222222222,0.3709404468536377,0.45652173913043476,0.7083333333333334,0.2367028146982193,,,
0.4782608695652174,0.7129629629629629,0.7061144113540649,0.4782608695652174,0.7222222222222222,0.6750584840774536,0.5,0.7268518518518519,0.5399045348167419,0.5054347826086957,0.7268518518518519,0.3175462484359741,0.47282608695652173,0.7037037037037037,0.6046900749206543,0.4945652173913043,0.6990740740740741,0.25393059849739075,,,,0.5217391304347826,0.7175925925925926,0.5998466610908508,0.5543478260869565,0.7175925925925926,0.48746007680892944,0.592391304347826,0.7129629629629629,0.3689973056316376,0.5217391304347826,0.7037037037037037,0.5645385384559631,0.5543478260869565,0.7037037037037037,0.3905704617500305,,,,,,,,,,0.45652173913043476,0.7222222222222222,0.3709404468536377,0.45652173913043476,0.7083333333333334,0.2367028146982193,,,
0.4782608695652174,0.7129629629629629,0.7061144113540649,0.4782608695652174,0.7222222222222222,0.6750584840774536,0.5,0.7268518518518519,0.5399045348167419,0.5054347826086957,0.7268518518518519,0.3175462484359741,0.47282608695652173,0.7037037037037037,0.6046900749206543,0.4945652173913043,0.6990740740740741,0.25393059849739075,,,,0.5217391304347826,0.7175925925925926,0.5998466610908508,0.5543478260869565,0.7175925925925926,0.48746007680892944,0.592391304347826,0.7129629629629629,0.3689973056316376,0.5217391304347826,0.7037037037037037,0.5645385384559631,0.5543478260869565,0.7037037037037037,0.3905704617500305,,,,,,,,,,0.45652173913043476,0.7222222222222222,0.3709404468536377,0.45652173913043476,0.7083333333333334,0.2367028146982193,,,
0.32065217391304346,0.6111111111111112,0.6085301637649536,0.32608695652173914,0.5925925925925926,0.4758775234222412,0.3858695652173913,0.5879629629629629,0.160665825009346,0.45108695652173914,0.5833333333333334,0.12399562448263168,0.30978260869565216,0.6342592592592593,0.6670054793357849,0.3423913043478261,0.6759259259259259,0.5540737509727478,0.3858695652173913,0.6898148148148148,0.4536704123020172,0.41847826086956524,0.6064814814814815,0.5622828602790833,0.5163043478260869,0.6111111111111112,0.5886567831039429,0.5869565217391305,0.6296296296296297,0.5726550221443176,0.41847826086956524,0.6296296296296297,0.5436685085296631,0.5163043478260869,0.6157407407407407,0.7434601783752441,0.592391304347826,0.6342592592592593,0.7013976573944092,,,,0.28804347826086957,0.5925925925925926,0.16763001680374146,,,,0.28804347826086957,0.6064814814814815,0.22963954508304596,,,
0.32065217391304346,0.6111111111111112,0.6085301637649536,0.32608695652173914,0.5925925925925926,0.4758775234222412,0.3858695652173913,0.5879629629629629,0.160665825009346,0.45108695652173914,0.5833333333333334,0.12399562448263168,0.30978260869565216,0.6342592592592593,0.6670054793357849,0.3423913043478261,0.6759259259259259,0.5540737509727478,0.3858695652173913,0.6898148148148148,0.4536704123020172,0.41847826086956524,0.6064814814814815,0.5622828602790833,0.5163043478260869,0.6111111111111112,0.5886567831039429,0.5869565217391305,0.6296296296296297,0.5726550221443176,0.41847826086956524,0.6296296296296297,0.5436685085296631,0.5163043478260869,0.6157407407407407,0.7434601783752441,0.592391304347826,0.6342592592592593,0.7013976573944092,,,,0.28804347826086957,0.5925925925925926,0.16763001680374146,,,,0.28804347826086957,0.6064814814814815,0.22963954508304596,,,
0.32065217391304346,0.6111111111111112,0.6085301637649536,0.32608695652173914,0.5925925925925926,0.4758775234222412,0.3858695652173913,0.5879629629629629,0.160665825009346,0.45108695652173914,0.5833333333333334,0.12399562448263168,0.30978260869565216,0.6342592592592593,0.6670054793357849,0.3423913043478261,0.6759259259259259,0.5540737509727478,0.3858695652173913,0.6898148148148148,0.4536704123020172,0.41847826086956524,0.6064814814814815,0.5622828602790833,0.5163043478260869,0.6111111111111112,0.5886567831039429,0.5869565217391305,0.6296296296296297,0.5726550221443176,0.41847826086956524,0.6296296296296297,0.5436685085296631,0.5163043478260869,0.6157407407407407,0.7434601783752441,0.592391304347826,0.6342592592592593,0.7013976573944092,,,,0.28804347826086957,0.5925925925925926,0.16763001680374146,,,,0.28804347826086957,0.6064814814814815,0.22963954508304596,,,
0.32065217391304346,0.6203703703703703,0.8058899641036987,0.33152173913043476,0.5972222222222222,0.7076357007026672,0.3967391304347826,0.5879629629629629,0.6759634017944336,0.45108695652173914,0.5972222222222222,0.6526034474372864,0.30978260869565216,0.6388888888888888,0.7591422200202942,0.3423913043478261,0.6759259259259259,0.7082104682922363,0.3858695652173913,0.6944444444444444,0.8048163652420044,0.4076086956521739,0.6296296296296297,0.6738868355751038,0.5,0.6157407407407407,0.8010781407356262,0.5869565217391305,0.6296296296296297,0.7498472332954407,0.40217391304347827,0.6574074074074074,0.7258707880973816,0.47282608695652173,0.6666666666666666,0.6299889087677002,0.5380434782608695,0.6666666666666666,0.5867169499397278,,,,,,,,,,0.30434782608695654,0.6111111111111112,0.3015122711658478,,,
0.32065217391304346,0.6203703703703703,0.8058899641036987,0.33152173913043476,0.5972222222222222,0.7076357007026672,0.3967391304347826,0.5879629629629629,0.6759634017944336,0.45108695652173914,0.5972222222222222,0.6526034474372864,0.30978260869565216,0.6388888888888888,0.7591422200202942,0.3423913043478261,0.6759259259259259,0.7082104682922363,0.3858695652173913,0.6944444444444444,0.8048163652420044,0.4076086956521739,0.6296296296296297,0.6738868355751038,0.5,0.6157407407407407,0.8010781407356262,0.5869565217391305,0.6296296296296297,0.7498472332954407,0.40217391304347827,0.6574074074074074,0.7258707880973816,0.47282608695652173,0.6666666666666666,0.6299889087677002,0.5380434782608695,0.6666666666666666,0.5867169499397278,,,,,,,,,,0.30434782608695654,0.6111111111111112,0.3015122711658478,,,
0.32065217391304346,0.6203703703703703,0.8058899641036987,0.33152173913043476,0.5972222222222222,0.7076357007026672,0.3967391304347826,0.5879629629629629,0.6759634017944336,0.45108695652173914,0.5972222222222222,0.6526034474372864,0.30978260869565216,0.6388888888888888,0.7591422200202942,0.3423913043478261,0.6759259259259259,0.7082104682922363,0.3858695652173913,0.6944444444444444,0.8048163652420044,0.4076086956521739,0.6296296296296297,0.6738868355751038,0.5,0.6157407407407407,0.8010781407356262,0.5869565217391305,0.6296296296296297,0.7498472332954407,0.40217391304347827,0.6574074074074074,0.7258707880973816,0.47282608695652173,0.6666666666666666,0.6299889087677002,0.5380434782608695,0.6666666666666666,0.5867169499397278,,,,,,,,,,0.30434782608695654,0.6111111111111112,0.3015122711658478,,,
0.47282608695652173,0.7361111111111112,0.8298949003219604,0.47282608695652173,0.7453703703703703,0.852292537689209,0.4891304347826087,0.75,0.625095784664154,0.483695652173913,0.75,0.30673128366470337,0.47282608695652173,0.7268518518518519,0.7949299812316895,0.4891304347826087,0.7175925925925926,0.26547345519065857,,,,0.5163043478260869,0.7407407407407407,0.7349467873573303,0.5489130434782609,0.7407407407407407,0.6433760523796082,0.5869565217391305,0.7407407407407407,0.48100075125694275,0.5163043478260869,0.7268518518518519,0.7579474449157715,0.5489130434782609,0.7314814814814815,0.6920982599258423,0.5815217391304348,0.7314814814814815,0.47950488328933716,,,,,,,0.45108695652173914,0.7453703703703703,0.6121390461921692,0.45108695652173914,0.7314814814814815,0.28584790229797363,,,
0.47282608695652173,0.7361111111111112,0.8298949003219604,0.47282608695652173,0.7453703703703703,0.852292537689209,0.4891304347826087,0.75,0.625095784664154,0.483695652173913,0.75,0.30673128366470337,0.47282608695652173,0.7268518518518519,0.7949299812316895,0.4891304347826087,0.7175925925925926,0.26547345519065857,,,,0.5163043478260869,0.7407407407407407,0.7349467873573303,0.5489130434782609,0.7407407407407407,0.6433760523796082,0.5869565217391305,0.7407407407407407,0.48100075125694275,0.5163043478260869,0.7268518518518519,0.7579474449157715,0.5489130434782609,0.7314814814814815,0.6920982599258423,0.5815217391304348,0.7314814814814815,0.47950488328933716,,,,,,,0.45108695652173914,0.7453703703703703,0.6121390461921692,0.45108695652173914,0.7314814814814815,0.28584790229797363,,,
0.47282608695652173,0.7361111111111112,0.8298949003219604,0.47282608695652173,0.7453703703703703,0.852292537689209,0.4891304347826087,0.75,0.625095784664154,0.483695652173913,0.75,0.30673128366470337,0.47282608695652173,0.7268518518518519,0.7949299812316895,0.4891304347826087,0.7175925925925926,0.26547345519065857,,,,0.5163043478260869,0.7407407407407407,0.7349467873573303,0.5489130434782609,0.7407407407407407,0.6433760523796082,0.5869565217391305,0.7407407407407407,0.48100075125694275,0.5163043478260869,0.7268518518518519,0.7579474449157715,0.5489130434782609,0.7314814814814815,0.6920982599258423,0.5815217391304348,0.7314814814814815,0.47950488328933716,,,,,,,0.45108695652173914,0.7453703703703703,0.6121390461921692,0.45108695652173914,0.7314814814814815,0.28584790229797363,,,
0.32065217391304346,0.625,0.7628991603851318,0.33695652173913043,0.5972222222222222,0.793846070766449,0.391304347826087,0.5879629629629629,0.6991156339645386,0.43478260869565216,0.5925925925925926,0.6642391681671143,0.30978260869565216,0.6481481481481481,0.7863389849662781,0.30978260869565216,0.6805555555555556,0.6162689924240112,0.34782608695652173,0.6990740740740741,0.6145320534706116,0.42391304347826086,0.6203703703703703,0.722330629825592,0.5108695652173914,0.6203703703703703,0.7861853837966919,0.5978260869565217,0.6435185185185185,0.8430337905883789,0.41847826086956524,0.6574074074074074,0.7549179792404175,0.4891304347826087,0.6574074074074074,0.5525153875350952,0.5543478260869565,0.6527777777777778,0.52983558177948,0.32608695652173914,0.6064814814814815,0.1852884441614151,0.32065217391304346,0.6111111111111112,0.2713348865509033,,,,0.30434782608695654,0.6203703703703703,0.39264458417892456,,,
0.32065217391304346,0.625,0.7628991603851318,0.33695652173913043,0.5972222222222222,0.793846070766449,0.391304347826087,0.5879629629629629,0.6991156339645386,0.43478260869565216,0.5925925925925926,0.6642391681671143,0.30978260869565216,0.6481481481481481,0.7863389849662781,0.30978260869565216,0.6805555555555556,0.6162689924240112,0.34782608695652173,0.6990740740740741,0.6145320534706116,0.42391304347826086,0.6203703703703703,0.722330629825592,0.5108695652173914,0.6203703703703703,0.7861853837966919,0.5978260869565217,0.6435185185185185,0.8430337905883789,0.41847826086956524,0.6574074074074074,0.7549179792404175,0.4891304347826087,0.6574074074074074,0.5525153875350952,0.5543478260869565,0.6527777777777778,0.52983558177948,0.32608695652173914,0.6064814814814815,0.1852884441614151,0.32065217391304346,0.6111111111111112,0.2713348865509033,,,,0.30434782608695654,0.6203703703703703,0.39264458417892456,,,
